Date 05/01/2026,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.08,64,,
Unit:(Rs./Kg.),Wheat,31.61,54,,
,Atta (Wheat),37.05,71,,
,Gram Dal,86.09,140,,
,Tur/Arhar Dal,115.69,182,,
,Urad Dal,113.56,155,,
,Moong Dal,110.19,148,,
,Masoor Dal,89.59,143,,
,Sugar,46.36,60,,
,Milk @,59.25,85,,
,Groundnut Oil (Packed),189.29,282,,
,Mustard Oil (Packed),186.24,260,,
,Vanaspati (Packed),156.38,231,,
,Soya Oil (Packed),147.06,198,,
,Sunflower Oil (Packed),166.42,242,,
,Palm Oil (Packed),132.73,187,,
,Gur,56.84,128,,
,Tea Loose,270.98,560,,
,Salt Pack (Iodised),21.57,36,,
,Potato,24.39,55,,
,Onion,29.22,70,,
,Tomato,50.83,120,,
