Date 27/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43,65,,
Unit:(Rs./Kg.),Wheat,32.82,57,,
,Atta (Wheat),37.71,71,,
,Gram Dal,92.17,140,,
,Tur/Arhar Dal,149.2,187,,
,Urad Dal,122.69,166,,
,Moong Dal,113.39,150,,
,Masoor Dal,89.07,130,,
,Sugar,44.79,60,,
,Milk @,58.58,82,,
,Groundnut Oil (Packed),193.43,279,,
,Mustard Oil (Packed),168.38,228,,
,Vanaspati (Packed),147.9,209,,
,Soya Oil (Packed),143.65,198,,
,Sunflower Oil (Packed),154.31,209,,
,Palm Oil (Packed),135.15,176,,
,Gur,54.61,130,,
,Tea Loose,270.82,520,,
,Salt Pack (Iodised),21.58,31,,
,Potato,28.84,70,,
,Onion,37.63,80,,
,Tomato,27.2,100,,
