,Date 19/08/2026
Rice,45.83
Broken Rice,33.32
Wheat,31.5
Atta (Wheat),37.26
Gram Dal,87.05
Tur/Arhar Dal,123.56
Urad Dal,122.12
Moong Dal,111.98
Masoor Dal,90.37
Sugar,54.06
Milk @,60.87
Groundnut Oil (Packed),207.79
Mustard Oil (Packed),198.59
Vanaspati (Packed),166.46
Soya Oil (Packed),164.66
Sunflower Oil (Packed),191.12
Palm Oil (Packed),149.1
Gur,61.6
Tea Loose,275.9
Salt Pack (Iodised),22.34
Potato,22.76
Onion,38.45
Tomato,38.56
Bajra (whole),38.53
Jowar (whole),44.91
Maida (wheat),42.46
Ragi (whole),55.66
Suji (whole),47.22
Besan,96.07
Desi Ghee,696.35
Butter (Pasteurised),60.13
Eggs,84.49
Brinjal,43.23
Black Pepper (whole),88.36
Coriander (whole),42.41
Cummin Seed (whole),40.77
Red Chillies (whole),30.03
Turmeric (powder),16.58
Banana,50.45
Ginger,37.39
Garlic,44.09
