Date 29/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.68,61,,
Unit:(Rs./Kg.),Wheat,31.09,53,,
,Atta (Wheat),36.86,68,,
,Gram Dal,84.45,120,,
,Tur/Arhar Dal,119.47,180,,
,Urad Dal,114.93,157,,
,Moong Dal,109.55,148,,
,Masoor Dal,87.02,110,,
,Sugar,45.74,60,,
,Milk @,58.59,82,,
,Groundnut Oil (Packed),187.05,254,,
,Mustard Oil (Packed),173.15,242,,
,Vanaspati (Packed),154.93,231,,
,Soya Oil (Packed),147.13,187,,
,Sunflower Oil (Packed),160.06,231,,
,Palm Oil (Packed),131.42,182,,
,Gur,54.99,150,,
,Tea Loose,264.39,600,,
,Salt Pack (Iodised),21.57,32,,
,Potato,24.94,50,,
,Onion,26.43,83,,
,Tomato,35.25,120,,
