Date 07/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.85,64,,
Unit:(Rs./Kg.),Wheat,32.71,55,,
,Atta (Wheat),37.99,71,,
,Gram Dal,89.11,140,,
,Tur/Arhar Dal,136,181,,
,Urad Dal,120.46,157,,
,Moong Dal,112.32,150,,
,Masoor Dal,88.5,130,,
,Sugar,45.46,60,,
,Milk @,58.27,82,,
,Groundnut Oil (Packed),191.83,279,,
,Mustard Oil (Packed),168.35,223,,
,Vanaspati (Packed),150.86,209,,
,Soya Oil (Packed),145.14,193,,
,Sunflower Oil (Packed),158.13,206,,
,Palm Oil (Packed),138.09,180,,
,Gur,54.03,130,,
,Tea Loose,271.49,520,,
,Salt Pack (Iodised),21.35,31,,
,Potato,24.38,60,,
,Onion,36.35,80,,
,Tomato,21.61,100,,
