,Date 15/01/2026
Rice,42.34
Wheat,31.85
Atta (Wheat),37.29
Gram Dal,86.21
Tur/Arhar Dal,116.37
Urad Dal,114.25
Moong Dal,110.33
Masoor Dal,89.83
Sugar,46.59
Milk @,59.55
Groundnut Oil (Packed),191.54
Mustard Oil (Packed),186.31
Vanaspati (Packed),156.83
Soya Oil (Packed),147.29
Sunflower Oil (Packed),167.76
Palm Oil (Packed),134.02
Gur,57.18
Tea Loose,271.59
Salt Pack (Iodised),21.78
Potato,22.81
Onion,29.22
Tomato,48.2
Bajra (whole),37.63
Jowar (whole),43.13
Maida (wheat),41.64
Ragi (whole),54.88
Suji (whole),47.08
Besan,96.18
Desi Ghee,673.98
Butter (Pasteurised),59.06
Eggs,86.04
Brinjal,42.95
Black Pepper (whole),86.93
Coriander (whole),38.04
Cummin Seed (whole),41.51
Red Chillies (whole),28.31
Turmeric (powder),16.35
Banana,47.44
Ginger,25.06
Garlic,38.62
