Date 01/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.65,62,,
Unit:(Rs./Kg.),Wheat,31.85,54,,
,Atta (Wheat),37.16,71,,
,Gram Dal,86.49,140,,
,Tur/Arhar Dal,114.54,182,,
,Urad Dal,113.13,157,,
,Moong Dal,110.14,148,,
,Masoor Dal,88.74,130,,
,Sugar,46.5,65,,
,Milk @,59.54,83,,
,Groundnut Oil (Packed),185.16,286,,
,Mustard Oil (Packed),187.57,246,,
,Vanaspati (Packed),156.48,231,,
,Soya Oil (Packed),146.51,191,,
,Sunflower Oil (Packed),164.2,231,,
,Palm Oil (Packed),132.91,169,,
,Gur,57.48,130,,
,Tea Loose,269.11,560,,
,Salt Pack (Iodised),21.28,35,,
,Potato,26.43,61,,
,Onion,26.5,60,,
,Tomato,38.13,120,,
