Date 29/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.9,63,,
Unit:(Rs./Kg.),Wheat,31.42,55,,
,Atta (Wheat),36.79,71,,
,Gram Dal,86.93,140,,
,Tur/Arhar Dal,119.5,183,,
,Urad Dal,114.96,170,,
,Moong Dal,110.73,148,,
,Masoor Dal,88.76,130,,
,Sugar,46.06,60,,
,Milk @,59.11,83,,
,Groundnut Oil (Packed),188.91,279,,
,Mustard Oil (Packed),183.84,253,,
,Vanaspati (Packed),156.7,231,,
,Soya Oil (Packed),146.79,198,,
,Sunflower Oil (Packed),160.51,253,,
,Palm Oil (Packed),130.25,177,,
,Gur,56.33,128,,
,Tea Loose,272.14,600,,
,Salt Pack (Iodised),21.46,33,,
,Potato,25.81,58,,
,Onion,28.24,60,,
,Tomato,46.58,120,,
