Date 19/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.93,67,,
Unit:(Rs./Kg.),Wheat,32.65,55,,
,Atta (Wheat),37.99,71,,
,Gram Dal,90.29,140,,
,Tur/Arhar Dal,140.96,187,,
,Urad Dal,121.76,161,,
,Moong Dal,112.85,150,,
,Masoor Dal,88.96,130,,
,Sugar,45.21,60,,
,Milk @,58.39,83,,
,Groundnut Oil (Packed),193.01,280,,
,Mustard Oil (Packed),168.14,225,,
,Vanaspati (Packed),149.93,211,,
,Soya Oil (Packed),144.82,194,,
,Sunflower Oil (Packed),155.98,211,,
,Palm Oil (Packed),136.93,176,,
,Gur,54.1,130,,
,Tea Loose,270.92,520,,
,Salt Pack (Iodised),21.45,31,,
,Potato,25.07,65,,
,Onion,36.88,77,,
,Tomato,22.67,100,,
