Date 16/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.61,63,,
Unit:(Rs./Kg.),Wheat,31.32,55,,
,Atta (Wheat),36.69,70,,
,Gram Dal,86.54,140,,
,Tur/Arhar Dal,126.39,190,,
,Urad Dal,117.52,153,,
,Moong Dal,111.32,145,,
,Masoor Dal,88.06,130,,
,Sugar,45.82,62,,
,Milk @,58.85,82,,
,Groundnut Oil (Packed),188.38,264,,
,Mustard Oil (Packed),169.79,242,,
,Vanaspati (Packed),154.5,220,,
,Soya Oil (Packed),146.97,196,,
,Sunflower Oil (Packed),160.8,209,,
,Palm Oil (Packed),135.5,182,,
,Gur,54.53,120,,
,Tea Loose,269.32,520,,
,Salt Pack (Iodised),21.39,31,,
,Potato,24.32,60,,
,Onion,26.85,60,,
,Tomato,23.22,100,,
