,Date 22/05/2026
Rice,43.17
Wheat,30.93
Atta (Wheat),36.78
Gram Dal,85.21
Tur/Arhar Dal,122.48
Urad Dal,118.2
Moong Dal,111.55
Masoor Dal,90.0
Sugar,46.72
Milk @,60.13
Groundnut Oil (Packed),201.45
Mustard Oil (Packed),189.86
Vanaspati (Packed),161.41
Soya Oil (Packed),159.92
Sunflower Oil (Packed),185.96
Palm Oil (Packed),144.89
Gur,57.98
Tea Loose,274.1
Salt Pack (Iodised),21.76
Potato,21.07
Onion,25.72
Tomato,37.32
Bajra (whole),37.8
Jowar (whole),43.85
Maida (wheat),42.02
Ragi (whole),54.73
Suji (whole),46.87
Besan,95.54
Desi Ghee,685.31
Butter (Pasteurised),59.12
Eggs,79.2
Brinjal,40.35
Black Pepper (whole),87.67
Coriander (whole),39.12
Cummin Seed (whole),40.99
Red Chillies (whole),28.98
Turmeric (powder),16.52
Banana,48.44
Ginger,27.72
Garlic,37.54
