Date 16/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.32,68,,
Unit:(Rs./Kg.),Wheat,32.34,58,,
,Atta (Wheat),37.3,70,,
,Gram Dal,94.08,140,,
,Tur/Arhar Dal,158.96,191,,
,Urad Dal,124.12,167,,
,Moong Dal,114.44,160,,
,Masoor Dal,89.49,140,,
,Sugar,44.75,60,,
,Milk @,58.91,82,,
,Groundnut Oil (Packed),194.37,271,,
,Mustard Oil (Packed),169.19,221,,
,Vanaspati (Packed),145.91,209,,
,Soya Oil (Packed),143.49,192,,
,Sunflower Oil (Packed),153.35,210,,
,Palm Oil (Packed),134.33,176,,
,Gur,55.03,130,,
,Tea Loose,271.71,520,,
,Salt Pack (Iodised),21.93,31,,
,Potato,37.07,80,,
,Onion,51.9,110,,
,Tomato,46.15,130,,
