Date 25/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.05,64,,
Unit:(Rs./Kg.),Wheat,31.73,54,,
,Atta (Wheat),37.13,71,,
,Gram Dal,86.57,140,,
,Tur/Arhar Dal,114.6,182,,
,Urad Dal,113.61,170,,
,Moong Dal,110.54,148,,
,Masoor Dal,88.83,130,,
,Sugar,46.57,60,,
,Milk @,58.99,85,,
,Groundnut Oil (Packed),186.09,286,,
,Mustard Oil (Packed),188.18,246,,
,Vanaspati (Packed),156.51,231,,
,Soya Oil (Packed),146.34,198,,
,Sunflower Oil (Packed),164.21,231,,
,Palm Oil (Packed),133.35,187,,
,Gur,57.36,135,,
,Tea Loose,270.49,560,,
,Salt Pack (Iodised),21.41,35,,
,Potato,26.04,60,,
,Onion,26.39,60,,
,Tomato,38.69,120,,
