Date 30/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.59,63,,
Unit:(Rs./Kg.),Wheat,31.62,54,,
,Atta (Wheat),36.93,71,,
,Gram Dal,86.94,140,,
,Tur/Arhar Dal,116.09,182,,
,Urad Dal,113.95,157,,
,Moong Dal,110.16,141,,
,Masoor Dal,88.66,132,,
,Sugar,46.34,60,,
,Milk @,59.37,85,,
,Groundnut Oil (Packed),186.85,279,,
,Mustard Oil (Packed),188.42,249,,
,Vanaspati (Packed),156.72,231,,
,Soya Oil (Packed),147.77,198,,
,Sunflower Oil (Packed),162.06,253,,
,Palm Oil (Packed),131.93,190,,
,Gur,56.32,127,,
,Tea Loose,270.81,600,,
,Salt Pack (Iodised),21.31,33,,
,Potato,25.43,60,,
,Onion,28.42,60,,
,Tomato,51.05,120,,
