Date 19/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.41,64,,
Unit:(Rs./Kg.),Wheat,31.68,57,,
,Atta (Wheat),37.42,71,,
,Gram Dal,87.44,140,,
,Tur/Arhar Dal,128.17,185,,
,Urad Dal,118.79,155,,
,Moong Dal,111.92,145,,
,Masoor Dal,88.07,130,,
,Sugar,45.7,60,,
,Milk @,59.07,80,,
,Groundnut Oil (Packed),189.14,279,,
,Mustard Oil (Packed),169.86,234,,
,Vanaspati (Packed),153.64,209,,
,Soya Oil (Packed),146.81,211,,
,Sunflower Oil (Packed),160.26,211,,
,Palm Oil (Packed),138.95,177,,
,Gur,54.55,120,,
,Tea Loose,269.05,520,,
,Salt Pack (Iodised),21.1,31,,
,Potato,23.49,55,,
,Onion,29.37,63,,
,Tomato,21.81,100,,
