,Date 03/03/2026
Rice,43.24
Wheat,31.81
Atta (Wheat),37.53
Gram Dal,86.76
Tur/Arhar Dal,122.74
Urad Dal,118.34
Moong Dal,111.9
Masoor Dal,90.01
Sugar,46.67
Milk @,59.79
Groundnut Oil (Packed),194.12
Mustard Oil (Packed),185.77
Vanaspati (Packed),158.73
Soya Oil (Packed),152.18
Sunflower Oil (Packed),176.27
Palm Oil (Packed),137.7
Gur,58.3
Tea Loose,271.12
Salt Pack (Iodised),21.46
Potato,22.09
Onion,27.49
Tomato,30.58
Bajra (whole),38.36
Jowar (whole),44.38
Maida (wheat),42.6
Ragi (whole),55.45
Suji (whole),47.67
Besan,96.85
Desi Ghee,684.34
Butter (Pasteurised),59.26
Eggs,80.92
Brinjal,40.13
Black Pepper (whole),87.12
Coriander (whole),38.25
Cummin Seed (whole),42.15
Red Chillies (whole),29.03
Turmeric (powder),16.55
Banana,48.7
Ginger,25.19
Garlic,39.22
