Date 25/12/2024,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.35,60,,
Unit:(Rs./Kg.),Wheat,32.53,57,,
,Atta (Wheat),37.71,65,,
,Gram Dal,92.97,140,,
,Tur/Arhar Dal,156.44,181,,
,Urad Dal,123.13,153,,
,Moong Dal,112.95,150,,
,Masoor Dal,88.66,137,,
,Sugar,44.52,60,,
,Milk @,59.05,85,,
,Groundnut Oil (Packed),194.55,275,,
,Mustard Oil (Packed),170.62,212,,
,Vanaspati (Packed),147.5,209,,
,Soya Oil (Packed),144.97,192,,
,Sunflower Oil (Packed),155.32,209,,
,Palm Oil (Packed),135.82,166,,
,Gur,53.95,120,,
,Tea Loose,266.03,520,,
,Salt Pack (Iodised),22.42,31,,
,Potato,33.75,70,,
,Onion,43.87,80,,
,Tomato,40.65,97,,
