Date 28/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.9,67,,
Unit:(Rs./Kg.),Wheat,32.71,57,,
,Atta (Wheat),37.71,71,,
,Gram Dal,92.08,140,,
,Tur/Arhar Dal,148.81,187,,
,Urad Dal,122.67,166,,
,Moong Dal,113.44,150,,
,Masoor Dal,89.14,130,,
,Sugar,44.74,60,,
,Milk @,58.54,82,,
,Groundnut Oil (Packed),193.6,279,,
,Mustard Oil (Packed),168.36,228,,
,Vanaspati (Packed),147.73,209,,
,Soya Oil (Packed),143.36,198,,
,Sunflower Oil (Packed),154.15,209,,
,Palm Oil (Packed),134.98,176,,
,Gur,54.55,130,,
,Tea Loose,271.46,520,,
,Salt Pack (Iodised),21.53,31,,
,Potato,28.36,70,,
,Onion,37.09,83,,
,Tomato,25.92,100,,
