Date 10/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.18,65,,
Unit:(Rs./Kg.),Wheat,31.73,54,,
,Atta (Wheat),37.12,71,,
,Gram Dal,86.75,140,,
,Tur/Arhar Dal,115.88,190,,
,Urad Dal,113.54,155,,
,Moong Dal,110.37,148,,
,Masoor Dal,89.82,142,,
,Sugar,46.6,60,,
,Milk @,59.21,85,,
,Groundnut Oil (Packed),188.17,286,,
,Mustard Oil (Packed),187.13,257,,
,Vanaspati (Packed),156.26,231,,
,Soya Oil (Packed),147.27,198,,
,Sunflower Oil (Packed),165.02,242,,
,Palm Oil (Packed),132.62,187,,
,Gur,57.1,137,,
,Tea Loose,272,650,,
,Salt Pack (Iodised),21.51,35,,
,Potato,26.04,65,,
,Onion,26.59,60,,
,Tomato,47.32,120,,
