Date 13/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.84,67,,
Unit:(Rs./Kg.),Wheat,31.24,55,,
,Atta (Wheat),36.75,71,,
,Gram Dal,86.54,140,,
,Tur/Arhar Dal,123.58,185,,
,Urad Dal,116.23,157,,
,Moong Dal,111.33,148,,
,Masoor Dal,88.18,130,,
,Sugar,45.91,60,,
,Milk @,59.02,83,,
,Groundnut Oil (Packed),188.5,279,,
,Mustard Oil (Packed),171.49,242,,
,Vanaspati (Packed),155.93,231,,
,Soya Oil (Packed),146.66,190,,
,Sunflower Oil (Packed),160.15,231,,
,Palm Oil (Packed),131.67,182,,
,Gur,55.27,143,,
,Tea Loose,271.28,600,,
,Salt Pack (Iodised),21.32,32,,
,Potato,25.27,60,,
,Onion,26.73,73,,
,Tomato,31.87,107,,
