,Date 18/01/2026
Rice,42.15
Wheat,32.06
Atta (Wheat),37.53
Gram Dal,84.06
Tur/Arhar Dal,113.57
Urad Dal,113.52
Moong Dal,109.1
Masoor Dal,87.68
Sugar,45.94
Milk @,58.56
Groundnut Oil (Packed),188.56
Mustard Oil (Packed),186.76
Vanaspati (Packed),154.94
Soya Oil (Packed),147.38
Sunflower Oil (Packed),167.9
Palm Oil (Packed),133.87
Gur,56.22
Tea Loose,264.07
Salt Pack (Iodised),21.75
Potato,22.31
Onion,27.41
Tomato,43.81
Bajra (whole),37.19
Jowar (whole),43.08
Maida (wheat),41.0
Ragi (whole),54.4
Suji (whole),44.98
Besan,94.52
Desi Ghee,675.21
Butter (Pasteurised),58.69
Eggs,85.03
Brinjal,40.55
Black Pepper (whole),86.11
Coriander (whole),36.66
Cummin Seed (whole),39.84
Red Chillies (whole),27.39
Turmeric (powder),15.85
Banana,45.4
Ginger,24.34
Garlic,37.63
