Date 07/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.78,61,,
Unit:(Rs./Kg.),Wheat,31.92,54,,
,Atta (Wheat),37.24,69,,
,Gram Dal,85.63,117,,
,Tur/Arhar Dal,113.57,160,,
,Urad Dal,113.83,157,,
,Moong Dal,109.04,140,,
,Masoor Dal,87.54,125,,
,Sugar,46,60,,
,Milk @,58.53,85,,
,Groundnut Oil (Packed),187.64,254,,
,Mustard Oil (Packed),188.51,260,,
,Vanaspati (Packed),154.97,231,,
,Soya Oil (Packed),148.27,196,,
,Sunflower Oil (Packed),162.12,253,,
,Palm Oil (Packed),132.53,190,,
,Gur,55.62,130,,
,Tea Loose,263.3,520,,
,Salt Pack (Iodised),21.41,33,,
,Potato,24.43,52,,
,Onion,26.88,60,,
,Tomato,44.3,120,,
