Date 04/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.97,63,,
Unit:(Rs./Kg.),Wheat,31.7,54,,
,Atta (Wheat),37.12,71,,
,Gram Dal,86.58,140,,
,Tur/Arhar Dal,114.92,182,,
,Urad Dal,113.35,157,,
,Moong Dal,110.11,148,,
,Masoor Dal,89.39,130,,
,Sugar,46.5,60,,
,Milk @,59.24,83,,
,Groundnut Oil (Packed),187.58,286,,
,Mustard Oil (Packed),187.79,246,,
,Vanaspati (Packed),156.31,231,,
,Soya Oil (Packed),146.57,198,,
,Sunflower Oil (Packed),164.35,242,,
,Palm Oil (Packed),132.85,187,,
,Gur,57.28,130,,
,Tea Loose,271.63,600,,
,Salt Pack (Iodised),21.44,35,,
,Potato,26.27,60,,
,Onion,26.75,60,,
,Tomato,38.5,120,,
