,Date 03/07/2026
Rice,44.15
Broken Rice,33.0
Wheat,31.25
Atta (Wheat),36.98
Gram Dal,86.16
Tur/Arhar Dal,123.03
Urad Dal,119.29
Moong Dal,111.6
Masoor Dal,90.47
Sugar,47.11
Milk @,60.71
Groundnut Oil (Packed),205.14
Mustard Oil (Packed),193.81
Vanaspati (Packed),164.54
Soya Oil (Packed),163.37
Sunflower Oil (Packed),188.93
Palm Oil (Packed),147.92
Gur,59.02
Tea Loose,276.24
Salt Pack (Iodised),21.97
Potato,22.45
Onion,31.21
Tomato,42.83
Bajra (whole),38.04
Jowar (whole),44.4
Maida (wheat),42.28
Ragi (whole),55.04
Suji (whole),47.3
Besan,96.02
Desi Ghee,690.59
Butter (Pasteurised),59.59
Eggs,83.12
Brinjal,41.94
Black Pepper (whole),88.18
Coriander (whole),40.84
Cummin Seed (whole),41.22
Red Chillies (whole),29.57
Turmeric (powder),16.6
Banana,49.7
Ginger,33.62
Garlic,40.82
