Date 04/01/2026,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.94,63,,
Unit:(Rs./Kg.),Wheat,32.01,54,,
,Atta (Wheat),37.31,71,,
,Gram Dal,84.08,122,,
,Tur/Arhar Dal,113.34,160,,
,Urad Dal,113.34,152,,
,Moong Dal,108.98,148,,
,Masoor Dal,87.84,143,,
,Sugar,45.95,60,,
,Milk @,58.72,85,,
,Groundnut Oil (Packed),188.09,281,,
,Mustard Oil (Packed),186.05,257,,
,Vanaspati (Packed),154.82,230,,
,Soya Oil (Packed),147.55,194,,
,Sunflower Oil (Packed),166.09,222,,
,Palm Oil (Packed),133.51,185,,
,Gur,55.59,120,,
,Tea Loose,261.95,560,,
,Salt Pack (Iodised),21.63,36,,
,Potato,23.19,52,,
,Onion,27.29,60,,
,Tomato,50,120,,
