Date 08/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.71,63,,
Unit:(Rs./Kg.),Wheat,31.56,54,,
,Atta (Wheat),36.96,71,,
,Gram Dal,87.35,140,,
,Tur/Arhar Dal,118.9,183,,
,Urad Dal,114.9,157,,
,Moong Dal,110.65,148,,
,Masoor Dal,89.22,140,,
,Sugar,46.24,60,,
,Milk @,59.23,83,,
,Groundnut Oil (Packed),189.09,279,,
,Mustard Oil (Packed),186.35,249,,
,Vanaspati (Packed),156.89,231,,
,Soya Oil (Packed),147.04,198,,
,Sunflower Oil (Packed),160.96,253,,
,Palm Oil (Packed),130.63,179,,
,Gur,56.48,128,,
,Tea Loose,272.02,600,,
,Salt Pack (Iodised),21.29,33,,
,Potato,25.68,57,,
,Onion,28.29,60,,
,Tomato,52.27,120,,
