Date 18/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.74,63,,
Unit:(Rs./Kg.),Wheat,31.26,55,,
,Atta (Wheat),36.62,71,,
,Gram Dal,86.19,140,,
,Tur/Arhar Dal,120.38,183,,
,Urad Dal,115.33,170,,
,Moong Dal,110.77,148,,
,Masoor Dal,88.34,130,,
,Sugar,45.95,60,,
,Milk @,59.22,82,,
,Groundnut Oil (Packed),188.43,279,,
,Mustard Oil (Packed),178.78,242,,
,Vanaspati (Packed),156.48,231,,
,Soya Oil (Packed),146.67,198,,
,Sunflower Oil (Packed),160.33,253,,
,Palm Oil (Packed),129.94,177,,
,Gur,55.99,128,,
,Tea Loose,271.87,600,,
,Salt Pack (Iodised),21.34,32,,
,Potato,25.85,60,,
,Onion,28.25,60,,
,Tomato,41.4,120,,
