,Date 22/04/2026
Rice,42.99
Wheat,30.95
Atta (Wheat),36.75
Gram Dal,85.1
Tur/Arhar Dal,122.39
Urad Dal,117.74
Moong Dal,111.53
Masoor Dal,89.47
Sugar,46.55
Milk @,59.75
Groundnut Oil (Packed),200.23
Mustard Oil (Packed),189.12
Vanaspati (Packed),160.34
Soya Oil (Packed),158.73
Sunflower Oil (Packed),184.96
Palm Oil (Packed),143.79
Gur,57.54
Tea Loose,274.01
Salt Pack (Iodised),21.68
Potato,20.31
Onion,24.86
Tomato,30.67
Bajra (whole),37.49
Jowar (whole),43.77
Maida (wheat),41.8
Ragi (whole),54.6
Suji (whole),46.92
Besan,95.35
Desi Ghee,684.95
Butter (Pasteurised),58.89
Eggs,78.19
Brinjal,39.97
Black Pepper (whole),87.24
Coriander (whole),38.49
Cummin Seed (whole),41.01
Red Chillies (whole),28.79
Turmeric (powder),16.46
Banana,47.97
Ginger,25.12
Garlic,36.8
