Date 16/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.76,63,,
Unit:(Rs./Kg.),Wheat,31.28,55,,
,Atta (Wheat),36.73,71,,
,Gram Dal,86.03,140,,
,Tur/Arhar Dal,119.94,183,,
,Urad Dal,115.19,157,,
,Moong Dal,110.86,148,,
,Masoor Dal,88.2,130,,
,Sugar,46,60,,
,Milk @,59.12,82,,
,Groundnut Oil (Packed),188.2,279,,
,Mustard Oil (Packed),177.83,242,,
,Vanaspati (Packed),156.92,231,,
,Soya Oil (Packed),146.52,198,,
,Sunflower Oil (Packed),160.73,252,,
,Palm Oil (Packed),130.24,177,,
,Gur,55.96,128,,
,Tea Loose,272.48,600,,
,Salt Pack (Iodised),21.31,32,,
,Potato,26.05,60,,
,Onion,28.36,65,,
,Tomato,41.47,120,,
