Date 22/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.11,65,,
Unit:(Rs./Kg.),Wheat,32.88,57,,
,Atta (Wheat),37.83,71,,
,Gram Dal,92.45,140,,
,Tur/Arhar Dal,150.97,187,,
,Urad Dal,123.07,166,,
,Moong Dal,113.56,150,,
,Masoor Dal,89.15,130,,
,Sugar,44.73,60,,
,Milk @,58.69,82,,
,Groundnut Oil (Packed),194,279,,
,Mustard Oil (Packed),168.37,236,,
,Vanaspati (Packed),147.69,209,,
,Soya Oil (Packed),143.87,192,,
,Sunflower Oil (Packed),154.14,209,,
,Palm Oil (Packed),135.25,176,,
,Gur,54.56,130,,
,Tea Loose,271.36,520,,
,Salt Pack (Iodised),21.91,31,,
,Potato,29.84,70,,
,Onion,38.13,87,,
,Tomato,28.72,100,,
