Date 07/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.9,63,,
Unit:(Rs./Kg.),Wheat,31.55,52,,
,Atta (Wheat),36.88,71,,
,Gram Dal,87.3,140,,
,Tur/Arhar Dal,118.74,183,,
,Urad Dal,114.65,170,,
,Moong Dal,110.63,148,,
,Masoor Dal,89.08,140,,
,Sugar,46.18,60,,
,Milk @,59.15,83,,
,Groundnut Oil (Packed),188.62,279,,
,Mustard Oil (Packed),185.91,249,,
,Vanaspati (Packed),156.43,231,,
,Soya Oil (Packed),147.26,198,,
,Sunflower Oil (Packed),161.11,253,,
,Palm Oil (Packed),130.58,177,,
,Gur,56.35,128,,
,Tea Loose,272.21,600,,
,Salt Pack (Iodised),21.36,33,,
,Potato,25.69,57,,
,Onion,28.25,60,,
,Tomato,51.74,120,,
