,Date 26/04/2026
Rice,42.22
Wheat,30.87
Atta (Wheat),36.72
Gram Dal,83.59
Tur/Arhar Dal,120.67
Urad Dal,117.58
Moong Dal,110.31
Masoor Dal,88.12
Sugar,45.93
Milk @,58.78
Groundnut Oil (Packed),201.81
Mustard Oil (Packed),187.59
Vanaspati (Packed),158.98
Soya Oil (Packed),160.05
Sunflower Oil (Packed),184.99
Palm Oil (Packed),144.23
Gur,56.18
Tea Loose,265.71
Salt Pack (Iodised),21.74
Potato,19.31
Onion,23.59
Tomato,30.31
Bajra (whole),37.23
Jowar (whole),43.24
Maida (wheat),40.79
Ragi (whole),54.68
Suji (whole),44.61
Besan,94.66
Desi Ghee,684.09
Butter (Pasteurised),58.54
Eggs,77.55
Brinjal,37.76
Black Pepper (whole),86.61
Coriander (whole),37.33
Cummin Seed (whole),40.11
Red Chillies (whole),28.44
Turmeric (powder),16.21
Banana,46.48
Ginger,24.6
Garlic,34.9
