Date 12/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43,63,,
Unit:(Rs./Kg.),Wheat,31.84,54,,
,Atta (Wheat),37.17,71,,
,Gram Dal,86.92,140,,
,Tur/Arhar Dal,115.44,182,,
,Urad Dal,113.79,155,,
,Moong Dal,110.35,148,,
,Masoor Dal,89.46,134,,
,Sugar,46.59,60,,
,Milk @,59.3,84,,
,Groundnut Oil (Packed),187.25,280,,
,Mustard Oil (Packed),186.71,246,,
,Vanaspati (Packed),156.54,231,,
,Soya Oil (Packed),146.67,198,,
,Sunflower Oil (Packed),164.46,242,,
,Palm Oil (Packed),133.02,187,,
,Gur,57.5,128,,
,Tea Loose,272.62,560,,
,Salt Pack (Iodised),21.44,35,,
,Potato,26.6,60,,
,Onion,26.91,61,,
,Tomato,39.54,120,,
