,Date 13/01/2026
Rice,43.22
Wheat,31.82
Atta (Wheat),37.3
Gram Dal,86.25
Tur/Arhar Dal,116.05
Urad Dal,114.0
Moong Dal,110.62
Masoor Dal,89.81
Sugar,46.39
Milk @,59.25
Groundnut Oil (Packed),189.73
Mustard Oil (Packed),186.33
Vanaspati (Packed),156.68
Soya Oil (Packed),147.15
Sunflower Oil (Packed),167.75
Palm Oil (Packed),133.4
Gur,57.39
Tea Loose,271.96
Salt Pack (Iodised),21.54
Potato,24.07
Onion,29.19
Tomato,47.55
Bajra (whole),37.92
Jowar (whole),43.54
Maida (wheat),41.98
Ragi (whole),54.0
Suji (whole),47.14
Besan,95.9
Desi Ghee,679.18
Butter (Pasteurised),59.2
Eggs,85.2
Brinjal,42.41
Black Pepper (whole),87.03
Coriander (whole),37.75
Cummin Seed (whole),41.19
Red Chillies (whole),27.71
Turmeric (powder),16.28
Banana,47.02
Ginger,24.65
Garlic,38.45
