,Date 28/03/2026
Rice,42.92
Wheat,31.08
Atta (Wheat),36.91
Gram Dal,85.44
Tur/Arhar Dal,121.55
Urad Dal,117.47
Moong Dal,111.07
Masoor Dal,89.09
Sugar,46.34
Milk @,59.56
Groundnut Oil (Packed),197.64
Mustard Oil (Packed),186.53
Vanaspati (Packed),158.17
Soya Oil (Packed),155.32
Sunflower Oil (Packed),182.45
Palm Oil (Packed),141.43
Gur,57.06
Tea Loose,269.04
Salt Pack (Iodised),21.32
Potato,20.54
Onion,25.16
Tomato,26.8
Bajra (whole),38.31
Jowar (whole),44.35
Maida (wheat),41.67
Ragi (whole),54.72
Suji (whole),46.3
Besan,95.32
Desi Ghee,683.56
Butter (Pasteurised),59.05
Eggs,77.26
Brinjal,38.07
Black Pepper (whole),87.09
Coriander (whole),37.78
Cummin Seed (whole),40.98
Red Chillies (whole),28.28
Turmeric (powder),16.28
Banana,48.14
Ginger,24.49
Garlic,36.75
