Date 29/10/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.11,64,,
Unit:(Rs./Kg.),Wheat,31.69,54,,
,Atta (Wheat),37.13,71,,
,Gram Dal,86.65,140,,
,Tur/Arhar Dal,115.29,182,,
,Urad Dal,113.65,157,,
,Moong Dal,110.26,148,,
,Masoor Dal,89.24,130,,
,Sugar,46.46,60,,
,Milk @,58.97,85,,
,Groundnut Oil (Packed),187.92,286,,
,Mustard Oil (Packed),187.17,246,,
,Vanaspati (Packed),156.38,231,,
,Soya Oil (Packed),146.5,198,,
,Sunflower Oil (Packed),164.06,231,,
,Palm Oil (Packed),132.98,187,,
,Gur,57.06,130,,
,Tea Loose,271.34,600,,
,Salt Pack (Iodised),21.56,35,,
,Potato,26.24,60,,
,Onion,26.58,60,,
,Tomato,39.06,120,,
