Date 24/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.15,64,,
Unit:(Rs./Kg.),Wheat,31.69,54,,
,Atta (Wheat),37.03,71,,
,Gram Dal,87.13,136,,
,Tur/Arhar Dal,116.12,180,,
,Urad Dal,113.95,170,,
,Moong Dal,110.51,150,,
,Masoor Dal,89.52,140,,
,Sugar,46.46,60,,
,Milk @,59.21,85,,
,Groundnut Oil (Packed),188.53,279,,
,Mustard Oil (Packed),187.58,257,,
,Vanaspati (Packed),156.74,264,,
,Soya Oil (Packed),146.66,198,,
,Sunflower Oil (Packed),162.33,253,,
,Palm Oil (Packed),132.55,190,,
,Gur,57.01,137,,
,Tea Loose,272.4,600,,
,Salt Pack (Iodised),21.52,35,,
,Potato,25.24,57,,
,Onion,27.21,60,,
,Tomato,39.86,120,,
