,Date 03/02/2026
Rice,43.21
Wheat,31.76
Atta (Wheat),37.27
Gram Dal,86.12
Tur/Arhar Dal,119.03
Urad Dal,115.33
Moong Dal,110.69
Masoor Dal,89.65
Sugar,46.41
Milk @,59.28
Groundnut Oil (Packed),191.12
Mustard Oil (Packed),186.42
Vanaspati (Packed),156.95
Soya Oil (Packed),149.05
Sunflower Oil (Packed),172.11
Palm Oil (Packed),134.64
Gur,57.28
Tea Loose,273.09
Salt Pack (Iodised),21.48
Potato,22.97
Onion,28.3
Tomato,37.04
Bajra (whole),37.89
Jowar (whole),43.84
Maida (wheat),41.95
Ragi (whole),54.63
Suji (whole),46.97
Besan,95.98
Desi Ghee,677.64
Butter (Pasteurised),58.98
Eggs,83.35
Brinjal,40.98
Black Pepper (whole),87.01
Coriander (whole),37.92
Cummin Seed (whole),41.33
Red Chillies (whole),27.93
Turmeric (powder),16.36
Banana,47.43
Ginger,24.79
Garlic,38.93
