Date 15/01/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.67,65,,
Unit:(Rs./Kg.),Wheat,32.53,57,,
,Atta (Wheat),37.51,71,,
,Gram Dal,92.6,140,,
,Tur/Arhar Dal,153.17,190,,
,Urad Dal,123.3,170,,
,Moong Dal,113.49,150,,
,Masoor Dal,89.1,130,,
,Sugar,44.62,60,,
,Milk @,58.89,82,,
,Groundnut Oil (Packed),191.96,290,,
,Mustard Oil (Packed),169.09,221,,
,Vanaspati (Packed),146.91,211,,
,Soya Oil (Packed),143.34,194,,
,Sunflower Oil (Packed),154.19,209,,
,Palm Oil (Packed),134.91,176,,
,Gur,54.39,130,,
,Tea Loose,270.48,520,,
,Salt Pack (Iodised),21.8,31,,
,Potato,30.59,70,,
,Onion,39.17,80,,
,Tomato,31.56,100,,
