Date 06/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.74,63,,
Unit:(Rs./Kg.),Wheat,31.66,54,,
,Atta (Wheat),37.05,71,,
,Gram Dal,86.02,140,,
,Tur/Arhar Dal,114.89,190,,
,Urad Dal,113.3,152,,
,Moong Dal,110.24,148,,
,Masoor Dal,89.14,142,,
,Sugar,46.59,60,,
,Milk @,59.43,84,,
,Groundnut Oil (Packed),186.24,286,,
,Mustard Oil (Packed),186.86,249,,
,Vanaspati (Packed),156.33,231,,
,Soya Oil (Packed),146.92,193,,
,Sunflower Oil (Packed),165.1,231,,
,Palm Oil (Packed),132.46,169,,
,Gur,57.08,137,,
,Tea Loose,269.89,650,,
,Salt Pack (Iodised),21.32,35,,
,Potato,25.95,57,,
,Onion,25.99,60,,
,Tomato,49.08,120,,
