Date 25/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.94,67,,
Unit:(Rs./Kg.),Wheat,32.79,57,,
,Atta (Wheat),38.15,71,,
,Gram Dal,90.13,140,,
,Tur/Arhar Dal,139.01,187,,
,Urad Dal,121.43,161,,
,Moong Dal,112.88,150,,
,Masoor Dal,88.96,130,,
,Sugar,45.29,60,,
,Milk @,58.37,82,,
,Groundnut Oil (Packed),192.53,279,,
,Mustard Oil (Packed),168.46,221,,
,Vanaspati (Packed),149.83,210,,
,Soya Oil (Packed),144.65,194,,
,Sunflower Oil (Packed),156.58,206,,
,Palm Oil (Packed),137.18,176,,
,Gur,54.17,130,,
,Tea Loose,271.96,520,,
,Salt Pack (Iodised),21.45,31,,
,Potato,24.57,65,,
,Onion,36.88,77,,
,Tomato,22.33,100,,
