,Date 24/09/2026
Rice,46.43
Broken Rice,33.79
Wheat,31.9
Atta (Wheat),37.58
Gram Dal,88.41
Tur/Arhar Dal,125.18
Urad Dal,122.89
Moong Dal,112.05
Masoor Dal,90.34
Sugar,56.7
Milk @,61.21
Groundnut Oil (Packed),210.04
Mustard Oil (Packed),202.65
Vanaspati (Packed),168.38
Soya Oil (Packed),167.11
Sunflower Oil (Packed),193.97
Palm Oil (Packed),153.61
Gur,66.38
Tea Loose,274.48
Salt Pack (Iodised),22.34
Potato,22.72
Onion,54.13
Tomato,39.49
Bajra (whole),38.68
Jowar (whole),45.33
Maida (wheat),42.68
Ragi (whole),55.8
Suji (whole),47.36
Besan,96.5
Desi Ghee,700.52
Butter (Pasteurised),60.58
Eggs,83.87
Brinjal,43.31
Black Pepper (whole),88.54
Coriander (whole),43.88
Cummin Seed (whole),40.59
Red Chillies (whole),30.38
Turmeric (powder),16.72
Banana,49.33
Ginger,35.89
Garlic,45.24
