Date 23/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.66,63,,
Unit:(Rs./Kg.),Wheat,31.54,54,,
,Atta (Wheat),36.8,70,,
,Gram Dal,86.95,140,,
,Tur/Arhar Dal,116.48,183,,
,Urad Dal,113.97,157,,
,Moong Dal,110.62,148,,
,Masoor Dal,88.82,130,,
,Sugar,46.3,60,,
,Milk @,59.19,84,,
,Groundnut Oil (Packed),186.72,254,,
,Mustard Oil (Packed),188.01,249,,
,Vanaspati (Packed),156.8,231,,
,Soya Oil (Packed),147.42,198,,
,Sunflower Oil (Packed),161.74,231,,
,Palm Oil (Packed),131.51,190,,
,Gur,56.45,127,,
,Tea Loose,270.6,600,,
,Salt Pack (Iodised),21.21,33,,
,Potato,25.57,60,,
,Onion,28.4,60,,
,Tomato,55.37,150,,
