Date 19/05/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.66,64,,
Unit:(Rs./Kg.),Wheat,31.24,55,,
,Atta (Wheat),36.74,71,,
,Gram Dal,86.68,140,,
,Tur/Arhar Dal,126.42,185,,
,Urad Dal,117.53,157,,
,Moong Dal,111.5,150,,
,Masoor Dal,88.05,130,,
,Sugar,45.82,62,,
,Milk @,58.79,80,,
,Groundnut Oil (Packed),189,275,,
,Mustard Oil (Packed),169.83,242,,
,Vanaspati (Packed),154.45,220,,
,Soya Oil (Packed),146.84,187,,
,Sunflower Oil (Packed),160.65,209,,
,Palm Oil (Packed),135.04,182,,
,Gur,54.71,120,,
,Tea Loose,270.62,600,,
,Salt Pack (Iodised),21.38,31,,
,Potato,24.46,60,,
,Onion,26.59,65,,
,Tomato,23.6,100,,
