Date 17/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.9,63,,
Unit:(Rs./Kg.),Wheat,31.26,55,,
,Atta (Wheat),36.67,71,,
,Gram Dal,86.21,140,,
,Tur/Arhar Dal,120.36,183,,
,Urad Dal,115.54,170,,
,Moong Dal,110.94,149,,
,Masoor Dal,88.58,130,,
,Sugar,45.98,60,,
,Milk @,59.28,82,,
,Groundnut Oil (Packed),188.76,279,,
,Mustard Oil (Packed),178.12,242,,
,Vanaspati (Packed),156.61,231,,
,Soya Oil (Packed),146.77,242,,
,Sunflower Oil (Packed),160.7,231,,
,Palm Oil (Packed),130.5,177,,
,Gur,56.18,128,,
,Tea Loose,270.52,520,,
,Salt Pack (Iodised),21.27,32,,
,Potato,26.05,60,,
,Onion,28.17,65,,
,Tomato,41.31,120,,
