Date 16/04/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.86,65,,
Unit:(Rs./Kg.),Wheat,31.38,55,,
,Atta (Wheat),37.27,71,,
,Gram Dal,87.57,140,,
,Tur/Arhar Dal,129.74,185,,
,Urad Dal,119.11,155,,
,Moong Dal,111.98,150,,
,Masoor Dal,88.37,130,,
,Sugar,45.67,60,,
,Milk @,58.75,80,,
,Groundnut Oil (Packed),190.6,279,,
,Mustard Oil (Packed),169.08,231,,
,Vanaspati (Packed),153.55,209,,
,Soya Oil (Packed),146.4,211,,
,Sunflower Oil (Packed),159.48,211,,
,Palm Oil (Packed),138.79,184,,
,Gur,54.47,120,,
,Tea Loose,271.49,520,,
,Salt Pack (Iodised),21.33,31,,
,Potato,23.73,52,,
,Onion,29.84,70,,
,Tomato,21.72,100,,
