Date 16/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.2,67,,
Unit:(Rs./Kg.),Wheat,33.5,52,,
,Atta (Wheat),38.58,66,,
,Gram Dal,89.68,140,,
,Tur/Arhar Dal,137.58,187,,
,Urad Dal,121.26,161,,
,Moong Dal,111.89,150,,
,Masoor Dal,87.94,130,,
,Sugar,44.99,60,,
,Milk @,57.89,83,,
,Groundnut Oil (Packed),191.57,280,,
,Mustard Oil (Packed),170.18,217,,
,Vanaspati (Packed),150.75,209,,
,Soya Oil (Packed),145.96,188,,
,Sunflower Oil (Packed),156.67,211,,
,Palm Oil (Packed),137.7,176,,
,Gur,53.16,130,,
,Tea Loose,265.64,520,,
,Salt Pack (Iodised),21.79,31,,
,Potato,24.15,57,,
,Onion,35.21,77,,
,Tomato,20.64,100,,
