Date 11/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.15,63,,
Unit:(Rs./Kg.),Wheat,31.87,54,,
,Atta (Wheat),37.22,71,,
,Gram Dal,86.94,140,,
,Tur/Arhar Dal,115.63,182,,
,Urad Dal,113.7,155,,
,Moong Dal,110.45,148,,
,Masoor Dal,89.68,132,,
,Sugar,46.61,60,,
,Milk @,59.56,83,,
,Groundnut Oil (Packed),186.89,279,,
,Mustard Oil (Packed),186.67,246,,
,Vanaspati (Packed),156.75,231,,
,Soya Oil (Packed),146.27,198,,
,Sunflower Oil (Packed),164.55,242,,
,Palm Oil (Packed),133.03,187,,
,Gur,57.8,128,,
,Tea Loose,271.83,560,,
,Salt Pack (Iodised),21.37,35,,
,Potato,26.71,60,,
,Onion,26.98,60,,
,Tomato,39.09,120,,
