Date 09/07/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.55,63,,
Unit:(Rs./Kg.),Wheat,31.23,53,,
,Atta (Wheat),36.62,71,,
,Gram Dal,85.5,125,,
,Tur/Arhar Dal,120.74,180,,
,Urad Dal,115.15,170,,
,Moong Dal,110.25,148,,
,Masoor Dal,87.7,119,,
,Sugar,45.9,60,,
,Milk @,59.07,82,,
,Groundnut Oil (Packed),187.63,279,,
,Mustard Oil (Packed),175.42,242,,
,Vanaspati (Packed),155.16,231,,
,Soya Oil (Packed),146.73,198,,
,Sunflower Oil (Packed),159.59,231,,
,Palm Oil (Packed),129.98,177,,
,Gur,55.42,133,,
,Tea Loose,271.68,600,,
,Salt Pack (Iodised),21.57,32,,
,Potato,25.48,60,,
,Onion,28.25,75,,
,Tomato,40.67,120,,
