Date 05/11/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.87,63,,
Unit:(Rs./Kg.),Wheat,31.83,54,,
,Atta (Wheat),37.31,71,,
,Gram Dal,86.84,140,,
,Tur/Arhar Dal,114.86,182,,
,Urad Dal,113.78,157,,
,Moong Dal,110.66,148,,
,Masoor Dal,89.46,130,,
,Sugar,46.74,60,,
,Milk @,59.47,83,,
,Groundnut Oil (Packed),186.27,286,,
,Mustard Oil (Packed),187.24,246,,
,Vanaspati (Packed),156.83,231,,
,Soya Oil (Packed),146.5,198,,
,Sunflower Oil (Packed),164.78,242,,
,Palm Oil (Packed),133.3,187,,
,Gur,57.89,128,,
,Tea Loose,272.42,600,,
,Salt Pack (Iodised),21.18,35,,
,Potato,26.6,60,,
,Onion,26.92,60,,
,Tomato,38.19,120,,
