,Date 23/05/2026
Rice,42.87
Wheat,30.98
Atta (Wheat),36.92
Gram Dal,85.1
Tur/Arhar Dal,122.41
Urad Dal,118.57
Moong Dal,111.74
Masoor Dal,89.29
Sugar,46.77
Milk @,60.49
Groundnut Oil (Packed),202.29
Mustard Oil (Packed),189.53
Vanaspati (Packed),162.44
Soya Oil (Packed),160.6
Sunflower Oil (Packed),186.5
Palm Oil (Packed),145.92
Gur,58.16
Tea Loose,270.52
Salt Pack (Iodised),21.66
Potato,20.97
Onion,25.66
Tomato,37.42
Bajra (whole),38.21
Jowar (whole),44.36
Maida (wheat),41.87
Ragi (whole),54.7
Suji (whole),46.5
Besan,95.86
Desi Ghee,688.73
Butter (Pasteurised),59.11
Eggs,78.94
Brinjal,40.34
Black Pepper (whole),87.83
Coriander (whole),39.24
Cummin Seed (whole),41.18
Red Chillies (whole),29.0
Turmeric (powder),16.41
Banana,48.84
Ginger,27.75
Garlic,37.33
