Date 11/12/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.19,65,,
Unit:(Rs./Kg.),Wheat,31.75,54,,
,Atta (Wheat),37.09,71,,
,Gram Dal,86.38,140,,
,Tur/Arhar Dal,115.49,190,,
,Urad Dal,113.21,152,,
,Moong Dal,110.13,148,,
,Masoor Dal,89.61,142,,
,Sugar,46.58,60,,
,Milk @,58.99,85,,
,Groundnut Oil (Packed),187.72,286,,
,Mustard Oil (Packed),186.23,257,,
,Vanaspati (Packed),155.62,231,,
,Soya Oil (Packed),146.82,198,,
,Sunflower Oil (Packed),164.87,242,,
,Palm Oil (Packed),132.25,187,,
,Gur,56.66,137,,
,Tea Loose,271.06,650,,
,Salt Pack (Iodised),21.52,35,,
,Potato,25.75,60,,
,Onion,26.5,60,,
,Tomato,46.65,120,,
