,Date 04/04/2026
Rice,42.61
Wheat,31.0
Atta (Wheat),36.98
Gram Dal,85.04
Tur/Arhar Dal,122.05
Urad Dal,117.44
Moong Dal,111.19
Masoor Dal,88.66
Sugar,46.44
Milk @,59.6
Groundnut Oil (Packed),199.6
Mustard Oil (Packed),188.8
Vanaspati (Packed),159.19
Soya Oil (Packed),156.94
Sunflower Oil (Packed),184.03
Palm Oil (Packed),143.22
Gur,57.02
Tea Loose,270.94
Salt Pack (Iodised),21.55
Potato,20.42
Onion,24.99
Tomato,26.76
Bajra (whole),38.12
Jowar (whole),44.3
Maida (wheat),41.67
Ragi (whole),54.83
Suji (whole),46.32
Besan,95.81
Desi Ghee,684.38
Butter (Pasteurised),58.9
Eggs,77.07
Brinjal,38.17
Black Pepper (whole),87.13
Coriander (whole),37.87
Cummin Seed (whole),41.11
Red Chillies (whole),28.32
Turmeric (powder),16.24
Banana,48.41
Ginger,24.73
Garlic,36.96
