Date 20/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.02,65,,
Unit:(Rs./Kg.),Wheat,32.4,57,,
,Atta (Wheat),37.86,71,,
,Gram Dal,88.73,140,,
,Tur/Arhar Dal,134.24,181,,
,Urad Dal,120.01,156,,
,Moong Dal,112.64,150,,
,Masoor Dal,88.46,130,,
,Sugar,45.54,60,,
,Milk @,58.17,80,,
,Groundnut Oil (Packed),191.55,279,,
,Mustard Oil (Packed),168.49,229,,
,Vanaspati (Packed),152.09,209,,
,Soya Oil (Packed),145.74,211,,
,Sunflower Oil (Packed),158.84,211,,
,Palm Oil (Packed),138.82,179,,
,Gur,53.93,130,,
,Tea Loose,271.29,520,,
,Salt Pack (Iodised),21.43,32,,
,Potato,23.84,60,,
,Onion,33.51,80,,
,Tomato,21.2,100,,
