Date 22/06/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,41.61,63,,
Unit:(Rs./Kg.),Wheat,31.2,53,,
,Atta (Wheat),36.66,66,,
,Gram Dal,84.56,107,,
,Tur/Arhar Dal,120.28,180,,
,Urad Dal,115.25,180,,
,Moong Dal,109.99,148,,
,Masoor Dal,86.85,105,,
,Sugar,45.64,60,,
,Milk @,58.7,82,,
,Groundnut Oil (Packed),186.13,254,,
,Mustard Oil (Packed),171.93,242,,
,Vanaspati (Packed),153.96,231,,
,Soya Oil (Packed),146.82,187,,
,Sunflower Oil (Packed),158.93,231,,
,Palm Oil (Packed),130.61,177,,
,Gur,54.89,143,,
,Tea Loose,261.07,520,,
,Salt Pack (Iodised),21.36,32,,
,Potato,24.64,50,,
,Onion,25.71,60,,
,Tomato,33.75,100,,
