,Date 16/07/2026
Rice,44.66
Broken Rice,33.24
Wheat,30.99
Atta (Wheat),36.9
Gram Dal,86.05
Tur/Arhar Dal,122.86
Urad Dal,120.17
Moong Dal,111.5
Masoor Dal,90.03
Sugar,47.66
Milk @,60.87
Groundnut Oil (Packed),205.63
Mustard Oil (Packed),193.83
Vanaspati (Packed),164.91
Soya Oil (Packed),163.58
Sunflower Oil (Packed),188.81
Palm Oil (Packed),147.72
Gur,59.22
Tea Loose,275.07
Salt Pack (Iodised),21.65
Potato,23.36
Onion,34.37
Tomato,41.58
Bajra (whole),38.08
Jowar (whole),44.31
Maida (wheat),42.49
Ragi (whole),55.53
Suji (whole),46.89
Besan,96.11
Desi Ghee,691.7
Butter (Pasteurised),59.57
Eggs,85.18
Brinjal,42.27
Black Pepper (whole),88.12
Coriander (whole),41.32
Cummin Seed (whole),41.45
Red Chillies (whole),29.56
Turmeric (powder),16.68
Banana,49.62
Ginger,36.88
Garlic,42.57
