Date 13/09/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42,63,,
Unit:(Rs./Kg.),Wheat,31.79,54,,
,Atta (Wheat),37.29,69,,
,Gram Dal,86.38,140,,
,Tur/Arhar Dal,115.33,182,,
,Urad Dal,114.05,170,,
,Moong Dal,110.02,148,,
,Masoor Dal,88.8,130,,
,Sugar,46.57,60,,
,Milk @,59.58,85,,
,Groundnut Oil (Packed),187.99,254,,
,Mustard Oil (Packed),189.08,260,,
,Vanaspati (Packed),156.4,231,,
,Soya Oil (Packed),146.96,196,,
,Sunflower Oil (Packed),161.71,253,,
,Palm Oil (Packed),132.22,190,,
,Gur,56.67,135,,
,Tea Loose,270.17,520,,
,Salt Pack (Iodised),21.7,34,,
,Potato,24.35,52,,
,Onion,27.58,60,,
,Tomato,42.2,140,,
