Date 02/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.16,61,,
Unit:(Rs./Kg.),Wheat,33.21,57,,
,Atta (Wheat),38.18,65,,
,Gram Dal,90.16,140,,
,Tur/Arhar Dal,143,180,,
,Urad Dal,121.26,161,,
,Moong Dal,111.77,150,,
,Masoor Dal,87.77,130,,
,Sugar,44.41,60,,
,Milk @,57.9,82,,
,Groundnut Oil (Packed),190.87,280,,
,Mustard Oil (Packed),170.15,220,,
,Vanaspati (Packed),148.44,209,,
,Soya Oil (Packed),145.65,176,,
,Sunflower Oil (Packed),155.42,211,,
,Palm Oil (Packed),136.28,176,,
,Gur,53.7,130,,
,Tea Loose,265.29,520,,
,Salt Pack (Iodised),21.66,31,,
,Potato,25.65,65,,
,Onion,34.95,80,,
,Tomato,22.2,100,,
