Date 24/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.95,67,,
Unit:(Rs./Kg.),Wheat,32.77,57,,
,Atta (Wheat),38.14,71,,
,Gram Dal,90.19,140,,
,Tur/Arhar Dal,139.95,187,,
,Urad Dal,121.75,161,,
,Moong Dal,113.15,150,,
,Masoor Dal,89.01,130,,
,Sugar,45.28,60,,
,Milk @,58.3,82,,
,Groundnut Oil (Packed),193.29,279,,
,Mustard Oil (Packed),168.18,223,,
,Vanaspati (Packed),149.36,204,,
,Soya Oil (Packed),145.2,198,,
,Sunflower Oil (Packed),156.61,194,,
,Palm Oil (Packed),136.43,176,,
,Gur,54.24,130,,
,Tea Loose,272.1,520,,
,Salt Pack (Iodised),21.46,31,,
,Potato,24.94,65,,
,Onion,36.99,80,,
,Tomato,22.77,100,,
