Date 10/02/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.76,67,,
Unit:(Rs./Kg.),Wheat,32.8,59,,
,Atta (Wheat),37.91,66,,
,Gram Dal,90.66,140,,
,Tur/Arhar Dal,142.93,187,,
,Urad Dal,121.58,161,,
,Moong Dal,112.88,150,,
,Masoor Dal,88.79,130,,
,Sugar,45.09,60,,
,Milk @,58.54,83,,
,Groundnut Oil (Packed),192.17,280,,
,Mustard Oil (Packed),168.39,231,,
,Vanaspati (Packed),148.81,209,,
,Soya Oil (Packed),144.2,202,,
,Sunflower Oil (Packed),155.03,211,,
,Palm Oil (Packed),135.83,176,,
,Gur,54.23,130,,
,Tea Loose,270.96,520,,
,Salt Pack (Iodised),21.64,31,,
,Potato,25.84,60,,
,Onion,35.89,80,,
,Tomato,23.64,100,,
