,Date 26/01/2026
Rice,42.02
Wheat,31.78
Atta (Wheat),37.48
Gram Dal,84.72
Tur/Arhar Dal,115.0
Urad Dal,114.64
Moong Dal,109.74
Masoor Dal,88.84
Sugar,46.24
Milk @,59.79
Groundnut Oil (Packed),188.64
Mustard Oil (Packed),185.44
Vanaspati (Packed),155.54
Soya Oil (Packed),147.25
Sunflower Oil (Packed),168.96
Palm Oil (Packed),133.61
Gur,57.33
Tea Loose,267.65
Salt Pack (Iodised),21.53
Potato,22.26
Onion,28.3
Tomato,42.12
Bajra (whole),37.89
Jowar (whole),43.22
Maida (wheat),41.33
Ragi (whole),55.17
Suji (whole),46.15
Besan,94.68
Desi Ghee,677.89
Butter (Pasteurised),58.83
Eggs,84.68
Brinjal,41.03
Black Pepper (whole),86.65
Coriander (whole),37.6
Cummin Seed (whole),40.91
Red Chillies (whole),27.82
Turmeric (powder),16.09
Banana,47.05
Ginger,24.44
Garlic,38.41
