Date 13/03/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,43.12,66,,
Unit:(Rs./Kg.),Wheat,33.01,55,,
,Atta (Wheat),38.34,71,,
,Gram Dal,89.11,140,,
,Tur/Arhar Dal,134.05,182,,
,Urad Dal,120.67,156,,
,Moong Dal,112.9,150,,
,Masoor Dal,88.78,130,,
,Sugar,45.67,60,,
,Milk @,58.48,80,,
,Groundnut Oil (Packed),191.32,279,,
,Mustard Oil (Packed),168.42,224,,
,Vanaspati (Packed),152.49,210,,
,Soya Oil (Packed),146.47,198,,
,Sunflower Oil (Packed),158.29,211,,
,Palm Oil (Packed),138.32,180,,
,Gur,54.43,130,,
,Tea Loose,271.2,520,,
,Salt Pack (Iodised),21.4,31,,
,Potato,24.21,60,,
,Onion,35.91,80,,
,Tomato,21.39,100,,
