Date 28/08/2025,States/UTs,Average Price,Maximum Price,,
Daily Retail Prices Of Essential Commodities,Rice,42.66,66,,
Unit:(Rs./Kg.),Wheat,31.3,54,,
,Atta (Wheat),36.65,71,,
,Gram Dal,86.66,122,,
,Tur/Arhar Dal,116.63,180,,
,Urad Dal,113.89,170,,
,Moong Dal,109.79,148,,
,Masoor Dal,89.01,133,,
,Sugar,46.28,60,,
,Milk @,59.42,85,,
,Groundnut Oil (Packed),187.21,279,,
,Mustard Oil (Packed),187.65,249,,
,Vanaspati (Packed),155.04,231,,
,Soya Oil (Packed),147.33,198,,
,Sunflower Oil (Packed),161.16,253,,
,Palm Oil (Packed),131.06,190,,
,Gur,56.3,128,,
,Tea Loose,272.08,600,,
,Salt Pack (Iodised),21.37,33,,
,Potato,25.19,55,,
,Onion,28.56,60,,
,Tomato,53.38,120,,
