,Date 10/08/2026
Rice,45.38
Broken Rice,33.23
Wheat,31.54
Atta (Wheat),37.35
Gram Dal,86.93
Tur/Arhar Dal,123.56
Urad Dal,121.83
Moong Dal,112.0
Masoor Dal,90.48
Sugar,50.65
Milk @,60.62
Groundnut Oil (Packed),206.8
Mustard Oil (Packed),197.53
Vanaspati (Packed),166.12
Soya Oil (Packed),164.57
Sunflower Oil (Packed),190.18
Palm Oil (Packed),148.87
Gur,60.16
Tea Loose,275.75
Salt Pack (Iodised),22.13
Potato,22.8
Onion,35.88
Tomato,38.1
Bajra (whole),38.37
Jowar (whole),44.7
Maida (wheat),42.32
Ragi (whole),54.94
Suji (whole),47.15
Besan,96.35
Desi Ghee,696.95
Butter (Pasteurised),60.13
Eggs,85.18
Brinjal,43.78
Black Pepper (whole),88.32
Coriander (whole),42.14
Cummin Seed (whole),41.07
Red Chillies (whole),29.9
Turmeric (powder),16.62
Banana,50.53
Ginger,37.37
Garlic,43.66
